Name	Marker	Curated	Queried	Major_Name
BC9	Seripini1	Curated		BC
MELANOCYTE	Serpina3n	Curated		MELANOCYTE
NOVEL_11	Serpinb1b	Curated		RGC
M3, M5, OR M6	Serpine 2	Curated		RGC
AC34	Serpine2		Queried	AC
AC57	Serpine2		Queried	AC
AC59	Serpine2		Queried	AC
F-MIDI-OFF	Serpine2		Queried	RGC
W3D1	Serpine2		Queried	RGC
W3L1	Serpine2	Curated		RGC
AC28	Sgcd		Queried	AC
AC41	Sgcd		Queried	AC
AC43	Sgcd		Queried	AC
M3, M5, OR M6	Sgcd		Queried	RGC
NOVEL_24	Sgcd		Queried	RGC
NOVEL_27	Sgcd		Queried	RGC
NOVEL_34	Sgcd		Queried	RGC
W3B	Sgcd		Queried	RGC
AC17	Sgcz		Queried	AC
AC35	Sgcz		Queried	AC
AC57	Sgcz		Queried	AC
ALPHAON-S	Sgcz		Queried	RGC
ALPHAON-T	Sgcz		Queried	RGC
BC3B	Sgcz		Queried	BC
F-NOVEL	Sgcz		Queried	RGC
M1A	Sgcz		Queried	RGC
NOVEL_11	Sgcz		Queried	RGC
NOVEL_24	Sgcz		Queried	RGC
NOVEL_26	Sgcz		Queried	RGC
NOVEL_27	Sgcz		Queried	RGC
TBR1-S2	Sgcz		Queried	RGC
W3B	Sgcz		Queried	RGC
W3D1	Sgcz		Queried	RGC
AC49	Sh3bp5	Curated		AC
AC14	Shisa8		Queried	AC
AC16	Shisa8		Queried	AC
AC20	Shisa8		Queried	AC
AC25	Shisa8		Queried	AC
AC29	Shisa8		Queried	AC
AC39	Shisa8		Queried	AC
AC49	Shisa8		Queried	AC
RPE	Slc16a1		Queried	RPE
RPE	Slc16a8		Queried	RPE
NOVEL_25	Slc17a1	Curated		RGC
RGC	Slc17a6	Curated		RGC
AC13	Slc17a8		Queried	AC
PAN-BC	Slc1a2	Curated		BC
AC13	Slc1a3		Queried	AC
AC15	Slc1a3		Queried	AC
ASTROCYTE	Slc1a3	Curated		ASTROCYTE
BC	Slc1a3		Queried	BC
MG	Slc1a3	Curated		MG
AC6	Slc24a2		Queried	AC
ALPHAON-S	Slc24a2		Queried	RGC
BC5A	Slc24a2		Queried	BC
CONE	Slc24a2		Queried	CONE
J-RGC	Slc24a2		Queried	RGC
NOVEL_19	Slc24a2	Curated		RGC
NOVEL_39	Slc24a2		Queried	RGC
AC13	Slc24a3		Queried	AC
AC32	Slc24a3		Queried	AC
AC55	Slc24a3		Queried	AC
MOUSE AC	Slc24a3		Queried	AC
AC39	Slc32a1		Queried	AC
AC54	Slc32a1		Queried	AC
AC11	Slc35d3	Curated		AC
AC47	Slc38a5	Curated		AC
AC49	Slc6a1		Queried	AC
AC9	Slc6a1		Queried	AC
AC4	Slc6a9		Queried	AC
TBR1-NOVEL	Slc7a11	Curated		RGC
RGC	Slc7a6	Curated		RGC
AC23	Slc8a1		Queried	AC
AC49	Slc8a1		Queried	AC
BC5A	Slc8a1		Queried	BC
NOVEL_36	Slc8a1		Queried	RGC
ENDOTHELIAL	Slco1a4		Queried	ENDOTHELIAL
AC1	Slit2		Queried	AC
AC47	Slit2		Queried	AC
BC	Slit2		Queried	BC
BC1A	Slit2		Queried	BC
BC2	Slit2		Queried	BC
BC3A	Slit2		Queried	BC
BC5C	Slitrk5	Curated		BC
NEUTROPHIL	Slpi	Curated		IMMUNE
AC13	Sorcs1		Queried	AC
AC22	Sorcs1		Queried	AC
AC23	Sorcs1		Queried	AC
AC38	Sorcs1		Queried	AC
AC40	Sorcs1		Queried	AC
AC44	Sorcs1		Queried	AC
AC47	Sorcs1		Queried	AC
AC48	Sorcs1		Queried	AC
AC54	Sorcs1		Queried	AC
AC57	Sorcs1		Queried	AC
AC59	Sorcs1		Queried	AC
AC63	Sorcs1		Queried	AC
AC9	Sorcs1		Queried	AC
F-MIDI-ON	Sorcs1		Queried	RGC
NOVEL_19	Sorcs1		Queried	RGC
NOVEL_26	Sorcs1		Queried	RGC
NOVEL_27	Sorcs1		Queried	RGC
NOVEL_34	Sorcs1		Queried	RGC
NOVEL_36	Sorcs1		Queried	RGC
NOVEL_39	Sorcs1		Queried	RGC
NOVEL_44	Sorcs1		Queried	RGC
OODS_CCK_14	Sorcs1		Queried	RGC
AC23	Sorcs3		Queried	AC
AC24	Sorcs3		Queried	AC
AC27	Sorcs3		Queried	AC
AC32	Sorcs3		Queried	AC
AC33	Sorcs3		Queried	AC
AC55	Sorcs3		Queried	AC
NOVEL_26	Sorcs3		Queried	RGC
TBR1-NOVEL	Sorcs3		Queried	RGC
AC17	Sox2ot		Queried	AC
AC10	Sox5		Queried	AC
AC34	Sox5		Queried	AC
AC42	Sox5		Queried	AC
AC59	Sox5		Queried	AC
AC8	Sox5		Queried	AC
BC7	Sox5		Queried	BC
BC5A	Sox6	Curated	Queried	BC
M3, M5, OR M6	Sox6		Queried	RGC
NOVEL_11	Sox6		Queried	RGC
NOVEL_13	Sox6		Queried	RGC
NOVEL_27	Sox6		Queried	RGC
ALPHAOFF-S	Sparcl1		Queried	RGC
NOVEL_29	Sparcl1		Queried	RGC
NOVEL_34	Sparcl1		Queried	RGC
NT-OODSGC	Sparcl1		Queried	RGC
PERICYTE	Sparcl1		Queried	PERICYTE
MG	Spc25		Queried	MG
BC5B	Sphkap		Queried	BC
F-MIDI-OFF	Sphkap		Queried	RGC
NOVEL_29	Sphkap		Queried	RGC
W3D2	Sphkap		Queried	RGC
RBC	Spock 3	Curated		BC
AC	Spock1		Queried	AC
AC15	Spock1		Queried	AC
AC33	Spock1		Queried	AC
AC39	Spock1		Queried	AC
AC42	Spock1		Queried	AC
AC45	Spock1		Queried	AC
AC46	Spock1		Queried	AC
AC61	Spock1		Queried	AC
NOVEL_10	Spock1		Queried	RGC
NOVEL_18	Spock1		Queried	RGC
AC17	Spock3		Queried	AC
AC36	Spock3		Queried	AC
AC9	Spock3		Queried	AC
BC8	Spock3		Queried	BC
J-RGC	Spock3		Queried	RGC
AC33	Spon1		Queried	AC
BC9	Spon1		Queried	BC
F-MINI-ON	Spon1		Queried	RGC
F-NOVEL	Spon1		Queried	RGC
NOVEL_18	Spon1		Queried	RGC
NOVEL_39	Spon1		Queried	RGC
AC55	Spp1		Queried	AC
ALPHA-RGC	Spp1	Curated		RGC
ALPHAOFF-S	Spp1	Curated	Queried	RGC
ALPHAOFF-T	Spp1	Curated	Queried	RGC
ALPHAON-S	Spp1	Curated	Queried	RGC
ALPHAON-T	Spp1	Curated	Queried	RGC
IPRGC	Spp1	Curated		RGC
M2	Spp1	Curated	Queried	RGC
M4	Spp1	Curated		RGC
NEUTROPHIL	Srgn	Curated		IMMUNE
BC	St18		Queried	BC
AC1	Stmn1		Queried	AC
CYCLING MICROGLIA	Stmn1		Queried	MICROGLIA
AC21	Stmn2		Queried	AC
AC39	Stmn2		Queried	AC
AC45	Stmn2		Queried	AC
AC48	Stmn2		Queried	AC
AC52	Stmn2		Queried	AC
AC54	Stmn2		Queried	AC
AC57	Stmn2		Queried	AC
RGC	Stmn2		Queried	RGC
AC2	Stxbp6		Queried	AC
AC25	Stxbp6		Queried	AC
AC31	Stxbp6	Curated	Queried	AC
AC34	Stxbp6		Queried	AC
AC39	Stxbp6		Queried	AC
AC52	Stxbp6		Queried	AC
AC6	Stxbp6		Queried	AC
AC7	Stxbp6		Queried	AC
NOVEL_29	Stxbp6	Curated	Queried	RGC
NOVEL_36	Stxbp6	Curated	Queried	RGC
BC3B	Sulf1		Queried	BC
BC6	Sulf1		Queried	BC
AC	Synpr		Queried	AC
AC27	Synpr		Queried	AC
AC58	Synpr		Queried	AC
M1B	Synpr		Queried	RGC
NOVEL_7	Synpr		Queried	RGC
BC2	Syt2	Curated		BC
BC6 AXON TERMINAL	Syt2	Curated		BC
AC21	Tac1		Queried	AC
AC31	Tac1		Queried	AC
AC32	Tac1		Queried	AC
AC36	Tac1		Queried	AC
AC40	Tac1		Queried	AC
AC44	Tac1		Queried	AC
AC63	Tac1		Queried	AC
AC7	Tac1		Queried	AC
F-MIDI-OFF	Tac1		Queried	RGC
NOVEL_11	Tac1		Queried	RGC
NOVEL_8	Tac1	Curated	Queried	RGC
W3D1	Tac1		Queried	RGC
AC	Tac2		Queried	AC
AC44	Tac2		Queried	AC
AC47	Tac2		Queried	AC
AC48	Tac2		Queried	AC
AC54	Tac2		Queried	AC
AC63	Tac2		Queried	AC
BC1A	Tacr3	Curated		BC
BC1B	Tacr3	Curated		BC
BC2	Tacr3	Curated		BC
AC2	Tafa1		Queried	AC
AC20	Tafa1		Queried	AC
AC33	Tafa1		Queried	AC
AC36	Tafa1		Queried	AC
AC42	Tafa1		Queried	AC
AC5	Tafa1		Queried	AC
AC58	Tafa1		Queried	AC
AC59	Tafa1		Queried	AC
AC9	Tafa1		Queried	AC
BC9	Tafa1		Queried	BC
DV-OODSGC	Tafa1		Queried	RGC
F-MINI-OFF	Tafa1		Queried	RGC
NOVEL_10	Tafa1		Queried	RGC
NOVEL_19	Tafa1		Queried	RGC
NOVEL_25	Tafa1		Queried	RGC
W3D1	Tafa1		Queried	RGC
AC1	Tafa2		Queried	AC
AC31	Tafa2		Queried	AC
AC41	Tafa2		Queried	AC
AC57	Tafa2		Queried	AC
F-MINI-OFF	Tafa2		Queried	RGC
NOVEL_24	Tafa2		Queried	RGC
TBR1-S2	Tafa2		Queried	RGC
NOVEL_7	Tagln2	Curated		RGC
J-RGC	Tbr1	Curated		RGC
T-RGC	Tbr1	Curated		RGC
TBR1-S1	Tbr1	Curated		RGC
TBR1-S2	Tbr1	Curated		RGC
AC43	Tbx2	Curated		AC
IPRGC	Tbx20	Curated		RGC
M2	Tbx20	Curated	Queried	RGC
NOVEL_7	Tbx20	Curated	Queried	RGC
AC11	Tenm1		Queried	AC
AC22	Tenm1		Queried	AC
AC23	Tenm1		Queried	AC
AC31	Tenm1		Queried	AC
AC40	Tenm1		Queried	AC
AC63	Tenm1		Queried	AC
BC9	Tenm1		Queried	BC
NOVEL_11	Tenm1		Queried	RGC
NOVEL_19	Tenm1		Queried	RGC
NOVEL_44	Tenm1		Queried	RGC
AC1	Tenm2		Queried	AC
AC10	Tenm2		Queried	AC
BC5C	Tenm2		Queried	BC
BC8	Tenm2		Queried	BC
J-RGC	Tenm2		Queried	RGC
AC1	Tenm3		Queried	AC
AC14	Tenm3		Queried	AC
AC5	Tenm3		Queried	AC
BC	Tenm3		Queried	BC
BC1A	Tenm3		Queried	BC
BC3B	Tenm3		Queried	BC
BC8	Tenm3		Queried	BC
M3, M5, OR M6	Tenm3		Queried	RGC
NOVEL_15	Tenm3		Queried	RGC
NOVEL_35	Tenm3		Queried	RGC
NOVEL_7	Tenm3		Queried	RGC
AC	Tfap2b		Queried	AC
AC11	Tfap2b		Queried	AC
AC13	Tfap2b		Queried	AC
AC14	Tfap2b		Queried	AC
AC16	Tfap2b		Queried	AC
AC19	Tfap2b		Queried	AC
AC21	Tfap2b		Queried	AC
AC23	Tfap2b		Queried	AC
AC29	Tfap2b		Queried	AC
AC3	Tfap2b		Queried	AC
AC32	Tfap2b		Queried	AC
AC33	Tfap2b		Queried	AC
AC41	Tfap2b		Queried	AC
AC46	Tfap2b		Queried	AC
AC47	Tfap2b		Queried	AC
AC49	Tfap2b		Queried	AC
AC5	Tfap2b		Queried	AC
AC53	Tfap2b		Queried	AC
AC54	Tfap2b		Queried	AC
AC56	Tfap2b		Queried	AC
AC61	Tfap2b		Queried	AC
AC8	Tfap2b		Queried	AC
AC9	Tfap2b		Queried	AC
RGC	Tfap2b		Queried	RGC
AC8	Tfap2e	Curated		AC
MACROPHAGE	Tgfbi	Curated		IMMUNE
MONOCYTE	Tgfbi	Curated		IMMUNE
BC5B	Thrb		Queried	BC
F-MINI-OFF	Thrb		Queried	RGC
NOVEL_30	Thrb		Queried	RGC
HC	Thsd7b		Queried	HC
M1A	Thsd7b		Queried	RGC
M2	Thsd7b		Queried	RGC
W3D1	Thsd7b		Queried	RGC
RGC	Thy1		Queried	RGC
W3B	Thy1		Queried	RGC
RPE	Timp3		Queried	RPE
AC20	Tkt		Queried	AC
AC49	Tkt		Queried	AC
ENDOTHELIAL	Tm4sf1		Queried	ENDOTHELIAL
AC57	Tmeff2	Curated	Queried	AC
BC1A	Tmeff2		Queried	BC
BC2	Tmeff2		Queried	BC
NOVEL_10	Tmeff2		Queried	RGC
NOVEL_7	Tmeff2		Queried	RGC
NOVEL_8	Tmeff2		Queried	RGC
AC29	Tmem108		Queried	AC
ROD	Tmem108		Queried	ROD
MICROGLIA	Tmem119	Curated		MICROGLIA
AC40	Tmem132d		Queried	AC
AC42	Tmem132d		Queried	AC
AC54	Tmem163	Curated		AC
BC5C	Tmem200a		Queried	BC
BC7	Tmsb10		Queried	BC
BC	Tmsb4x		Queried	BC
MICROGLIA	Tmsb4x		Queried	MICROGLIA
AC60	Tnfsf8	Curated		AC
BC	Tnnt1		Queried	BC
BC2	Tnnt1		Queried	BC
RGC	Tnnt1		Queried	RGC
CYCLING MICROGLIA	Top2a	Curated		MICROGLIA
AC25	Tpbg	Curated	Queried	AC
AC31	Tpbg		Queried	AC
ALPHAOFF-T	Tpbg	Curated		RGC
NOVEL_34	Tpbg	Curated	Queried	RGC
RBC	Tpbg		Queried	BC
AC34	Tpm2	Curated		AC
NOVEL_13	Tppp3		Queried	RGC
NOVEL_15	Tppp3		Queried	RGC
NOVEL_24	Tppp3		Queried	RGC
TBR1-S2	Tppp3		Queried	RGC
W3B	Tppp3		Queried	RGC
W3D1	Tppp3		Queried	RGC
W3D2	Tppp3		Queried	RGC
F-MINI-ON	Trarg1		Queried	RGC
NOVEL_30	Trarg1		Queried	RGC
T CELL	Trbc2	Curated		IMMUNE
T/NK CELL	Trbc2	Curated		IMMUNE
MICROGLIA	Trem2		Queried	MICROGLIA
RPE	Trf		Queried	RPE
AC35	Trhde		Queried	AC
AC9	Trhde	Curated	Queried	AC
M3, M5, OR M6	Trhde		Queried	RGC
NOVEL_35	Trhde		Queried	RGC
BC	Trpm1		Queried	BC
BC6	Trpm1		Queried	BC
RBC	Trpm1		Queried	BC
BC	Trpm3		Queried	BC
AC30	Tshz2		Queried	AC
AC31	Tshz2		Queried	AC
AC37	Tshz2		Queried	AC
BC9	Tshz2		Queried	BC
F-MIDI-ON	Tshz2		Queried	RGC
F-MINI-OFF	Tshz2		Queried	RGC
NOVEL_15	Tshz2		Queried	RGC
NOVEL_20	Tshz2		Queried	RGC
NOVEL_8	Tshz2		Queried	RGC
TBR1-S2	Tshz2		Queried	RGC
W3D1	Tshz2		Queried	RGC
BC	Ttyh1		Queried	BC
T5-RGC	Tusc5	Curated		RGC
T5/F-RGC	Tusc5	Curated		RGC
AC27	Unc13c		Queried	AC
AC8	Unc13c		Queried	AC
F-MIDI-OFF	Unc13c		Queried	RGC
AC43	Unc5c		Queried	AC
AC46	Unc5c		Queried	AC
AC50	Unc5c		Queried	AC
F-MIDI-ON	Unc5c		Queried	RGC
AC27	Unc5d		Queried	AC
AC59	Unc5d		Queried	AC
M1A	Unc5d		Queried	RGC
NOVEL_37	Unc5d		Queried	RGC
HC	Utrn		Queried	HC
ASTROCYTE	Vcl		Queried	ASTROCYTE
IGF2+ ASTROCYTE	Vegfa	Curated		ASTROCYTE
AC	Vgf		Queried	AC
AC20	Vgf		Queried	AC
AC49	Vgf		Queried	AC
AC51	Vgf		Queried	AC
AC63	Vgf		Queried	AC
F-NOVEL	Vgf		Queried	RGC
NOVEL_18	Vgf		Queried	RGC
NOVEL_30	Vgf		Queried	RGC
HC	Vim		Queried	HC
REACTIVE MG	Vim	Curated		MG
AC22	Vip		Queried	AC
AC26	Vip		Queried	AC
AC47	Vip		Queried	AC
NOVEL_14	Vit	Curated		RGC
AC15	Vmn2r122	Curated		AC
AC45	Vsnl1		Queried	AC
AC51	Vsnl1		Queried	AC
AC52	Vsnl1		Queried	AC
F-MIDI-OFF	Vsnl1		Queried	RGC
F-MIDI-ON	Vsnl1		Queried	RGC
F-NOVEL	Vsnl1		Queried	RGC
NOVEL_24	Vsnl1		Queried	RGC
NOVEL_26	Vsnl1		Queried	RGC
NOVEL_34	Vsnl1		Queried	RGC
NOVEL_39	Vsnl1		Queried	RGC
NOVEL_7	Vsnl1		Queried	RGC
OODS_CCK_14	Vsnl1		Queried	RGC
AC29	Vstm2b		Queried	AC
RBC	Vstm2b	Curated	Queried	BC
BC	Vsx2	Curated		BC
BC1B	Vsx2		Queried	BC
PAN-BC	Vsx2	Curated		BC
PERICYTE	Vtn		Queried	PERICYTE
RPE	Vtn		Queried	RPE
HC	Vwc2		Queried	HC
BC5C	Vwc2l		Queried	BC
BC1B	Wls	Curated		BC
AC19	Wwox		Queried	AC
ASTROCYTE	Wwtr1		Queried	ASTROCYTE
AC56	Xist		Queried	AC
J-RGC	Xist		Queried	RGC
AC54	Ywhah		Queried	AC
F-MIDI-OFF	Ywhah		Queried	RGC
AC32	Zeb2		Queried	AC
BC7	Zeb2		Queried	BC
F-MINI-OFF	Zeb2		Queried	RGC
TBR1-S2	Zeb2		Queried	RGC
BC1B	Zfhx4		Queried	BC
BC2	Zfhx4		Queried	BC
BC3A	Zfhx4		Queried	BC
AC19	Zfp804a		Queried	AC
AC24	Zfp804a		Queried	AC
AC39	Zfp804a		Queried	AC
AC46	Zfp804a		Queried	AC
AC9	Zfp804a		Queried	AC
BC	Zfp804b		Queried	BC
W3B	Zic1	Curated		RGC
AC15	Zmat4		Queried	AC
AC16	Zmat4		Queried	AC
AC17	Zmat4		Queried	AC
AC20	Zmat4		Queried	AC
AC30	Zmat4		Queried	AC
AC31	Zmat4		Queried	AC
AC47	Zmat4		Queried	AC
AC57	Zmat4		Queried	AC
AC61	Zmat4		Queried	AC
AC7	Zmat4		Queried	AC
ALPHAOFF-S	Zmat4		Queried	RGC
MOUSE AC	Zmat4		Queried	AC
NOVEL_25	Zmat4		Queried	RGC
TBR1-S1	Zmat4		Queried	RGC
ASTROCYTE	Zswim6		Queried	ASTROCYTE
